blockchain,mode,workload,cores,ram,secondaries,dataset,link_strategy,network_size,dynamic,n_observed,n_campaigns,first_observed_at,last_observed_at
Quorum,full mesh,GAFAM,8,16,10,2023,hop,40 nodes,0,14,4,2024-04-22 08:52:08.398,2025-06-12 09:34:46.354
Quorum,full mesh,Gaming,8,16,10,2023,hop,10 nodes,0,14,3,2024-05-09 13:21:46.823,2025-07-12 09:13:52.211
Quorum,full mesh,Gaming,8,16,10,2023,hop,40 nodes,0,13,3,2024-04-22 09:19:32.548,2025-06-12 20:16:20.980
Quorum,full mesh,PayPal,8,16,10,2023,hop,10 nodes,0,13,3,2024-05-09 12:19:58.919,2025-07-12 01:18:51.966
Quorum,full mesh,PayPal,8,16,10,2023,hop,40 nodes,0,13,3,2024-05-04 14:41:44.826,2025-06-12 11:28:37.703
Quorum,full mesh,VISA,8,16,10,2023,hop,10 nodes,0,14,5,2024-05-09 12:42:24.917,2025-07-12 02:56:34.724
Quorum,full mesh,VISA,8,16,10,2023,hop,40 nodes,0,18,5,2024-05-04 14:53:14.361,2025-06-12 13:20:11.679
Quorum,hypercube,DDoS,8,16,10,2023,hop,10 nodes,0,13,3,2024-05-09 21:27:20.732,2025-06-16 07:25:12.350
Quorum,hypercube,DDoS,8,16,10,2023,hop,40 nodes,0,13,3,2024-04-22 00:53:18.285,2025-06-16 20:20:34.976
Quorum,hypercube,FIFA,8,16,10,2023,hop,10 nodes,0,14,4,2024-05-09 21:43:26.656,2025-06-16 09:44:50.117
Quorum,hypercube,FIFA,8,16,10,2023,hop,40 nodes,0,13,3,2024-04-22 01:18:44.297,2025-06-16 22:53:49.296
Quorum,hypercube,GAFAM,8,16,10,2023,hop,10 nodes,0,13,4,2024-05-09 21:04:49.544,2025-06-16 02:30:55.744
Quorum,hypercube,GAFAM,8,16,10,2023,hop,40 nodes,0,13,4,2024-04-22 01:03:58.033,2025-06-16 14:40:55.657
Quorum,hypercube,Gaming,8,16,10,2023,hop,10 nodes,0,17,5,2024-05-09 21:57:55.017,2025-06-16 12:03:31.180
Quorum,hypercube,Gaming,8,16,10,2023,hop,40 nodes,0,13,3,2024-04-22 01:31:03.398,2025-06-17 01:24:56.493
Quorum,hypercube,PayPal,8,16,10,2023,hop,10 nodes,0,17,5,2024-05-09 20:54:06.340,2025-06-16 04:09:45.082
Quorum,hypercube,PayPal,8,16,10,2023,hop,40 nodes,0,13,3,2024-05-04 17:18:56.082,2025-06-16 16:34:44.905
Quorum,hypercube,VISA,8,16,10,2023,hop,10 nodes,0,13,4,2024-05-10 07:19:47.440,2025-06-16 05:46:55.538
Quorum,hypercube,VISA,8,16,10,2023,hop,40 nodes,0,15,4,2024-05-04 17:29:55.372,2025-06-16 18:26:59.746
Quorum,scale-free,DDoS,8,16,10,2023,hop,10 nodes,0,14,4,2024-05-09 14:15:34.275,2025-06-13 03:35:05.115
Quorum,scale-free,DDoS,8,16,10,2023,hop,40 nodes,0,16,5,2024-04-21 21:29:22.775,2025-06-13 16:26:42.957
Quorum,scale-free,FIFA,8,16,10,2023,hop,10 nodes,0,16,5,2024-05-09 14:31:34.432,2025-06-13 05:57:03.514
Quorum,scale-free,FIFA,8,16,10,2023,hop,40 nodes,0,16,5,2024-04-21 21:56:01.687,2025-06-13 18:59:31.043
Quorum,scale-free,GAFAM,8,16,10,2023,hop,10 nodes,0,12,4,2024-05-09 13:54:34.168,2025-06-12 22:38:54.233
Quorum,scale-free,GAFAM,8,16,10,2023,hop,40 nodes,0,17,6,2024-04-21 21:40:01.130,2025-06-13 10:49:13.057
Quorum,scale-free,Gaming,8,16,10,2023,hop,10 nodes,0,14,4,2024-05-09 14:45:23.553,2025-06-13 08:15:47.104
Quorum,scale-free,Gaming,8,16,10,2023,hop,40 nodes,0,16,5,2024-04-21 22:08:38.362,2025-06-13 21:31:53.443
Quorum,scale-free,PayPal,8,16,10,2023,hop,10 nodes,0,15,5,2024-05-09 13:42:41.074,2025-06-13 00:18:36.550
Quorum,scale-free,PayPal,8,16,10,2023,hop,40 nodes,0,16,5,2024-05-04 15:21:14.249,2025-06-13 12:43:10.812
Quorum,scale-free,VISA,8,16,10,2023,hop,10 nodes,0,14,5,2024-05-09 14:05:06.280,2025-06-13 01:56:32.898
Quorum,scale-free,VISA,8,16,10,2023,hop,40 nodes,0,17,6,2024-05-04 15:33:05.644,2025-06-13 14:34:20.531
Quorum,torus,DDoS,8,16,10,2023,hop,10 nodes,0,11,2,2024-05-09 15:39:10.416,2025-06-14 04:52:06.061
Quorum,torus,DDoS,8,16,10,2023,hop,40 nodes,0,13,3,2024-04-21 22:37:26.438,2025-06-14 17:45:10.891
Quorum,torus,FIFA,8,16,10,2023,hop,10 nodes,0,11,2,2024-05-09 15:54:28.937,2025-06-14 07:12:08.450
Quorum,torus,FIFA,8,16,10,2023,hop,40 nodes,0,13,3,2024-04-21 23:04:08.118,2025-06-14 20:18:10.645
Quorum,torus,GAFAM,8,16,10,2023,hop,10 nodes,0,10,2,2024-05-09 15:17:27.485,2025-06-13 23:57:05.716
Quorum,torus,GAFAM,8,16,10,2023,hop,40 nodes,0,14,4,2024-04-21 22:48:03.928,2025-06-14 12:05:47.654
Quorum,torus,Gaming,8,16,10,2023,hop,10 nodes,0,11,2,2024-05-09 16:09:15.949,2025-06-14 09:30:41.644
Quorum,torus,Gaming,8,16,10,2023,hop,40 nodes,0,13,3,2024-04-21 23:16:44.334,2025-06-14 22:51:15.406
Quorum,torus,PayPal,8,16,10,2023,hop,10 nodes,0,11,2,2024-05-09 15:06:15.738,2025-06-14 01:36:11.312
Quorum,torus,PayPal,8,16,10,2023,hop,40 nodes,0,13,3,2024-05-04 16:00:47.513,2025-06-14 13:59:30.291
Quorum,torus,VISA,8,16,10,2023,hop,10 nodes,0,11,2,2024-05-09 20:30:00.692,2025-06-14 03:13:50.280
Quorum,torus,VISA,8,16,10,2023,hop,40 nodes,0,18,5,2024-05-04 16:12:41.179,2025-06-14 15:52:57.750
Solana,fat-tree,DDoS,8,16,10,2023,hop,10 nodes,0,13,3,2024-05-10 14:41:54.782,2025-07-08 01:19:45.648
Solana,fat-tree,DDoS,8,16,10,2023,hop,40 nodes,0,13,3,2024-05-27 02:35:47.453,2025-07-08 16:51:38.511
Solana,fat-tree,FIFA,8,16,10,2023,hop,10 nodes,0,14,4,2024-05-10 15:00:08.538,2025-07-08 04:19:47.182
Solana,fat-tree,FIFA,8,16,10,2023,hop,40 nodes,0,13,3,2024-05-27 02:56:26.302,2025-07-08 20:06:34.105
Solana,fat-tree,GAFAM,8,16,10,2023,hop,10 nodes,0,13,3,2024-05-10 14:19:50.988,2025-07-07 19:48:57.780
Solana,fat-tree,GAFAM,8,16,10,2023,hop,40 nodes,0,13,3,2024-05-27 02:12:18.927,2025-07-08 10:37:57.062
Solana,fat-tree,Gaming,8,16,10,2023,hop,10 nodes,0,12,3,2024-05-10 18:17:15.819,2025-07-08 07:19:26.950
Solana,fat-tree,Gaming,8,16,10,2023,hop,40 nodes,0,13,3,2024-05-27 03:15:58.372,2025-07-08 23:19:30.756
Solana,fat-tree,PayPal,8,16,10,2023,hop,10 nodes,0,13,3,2024-05-10 14:07:54.926,2025-07-07 21:32:51.713
Solana,fat-tree,PayPal,8,16,10,2023,hop,40 nodes,0,13,3,2024-05-27 01:57:13.011,2025-07-08 12:34:51.908
Solana,fat-tree,VISA,8,16,10,2023,hop,10 nodes,0,13,3,2024-05-10 14:31:04.412,2025-07-07 23:16:42.375
Solana,fat-tree,VISA,8,16,10,2023,hop,40 nodes,0,13,3,2024-05-27 02:23:26.244,2025-07-08 14:33:48.098
Solana,full mesh,DDoS,8,16,10,2023,hop,10 nodes,0,14,3,2024-05-10 01:19:52.405,2025-07-04 05:32:11.012
Solana,full mesh,DDoS,8,16,10,2023,hop,40 nodes,0,13,3,2024-05-27 00:20:42.319,2025-07-04 20:33:49.106
Solana,full mesh,FIFA,8,16,10,2023,hop,10 nodes,0,13,3,2024-05-10 01:38:41.918,2025-07-04 08:28:58.662
Solana,full mesh,FIFA,8,16,10,2023,hop,40 nodes,0,13,3,2024-05-27 00:42:07.124,2025-07-04 23:42:44.100
Solana,full mesh,GAFAM,8,16,10,2023,hop,10 nodes,0,13,3,2024-05-10 00:58:03.590,2025-07-04 00:07:15.268
Solana,full mesh,GAFAM,8,16,10,2023,hop,40 nodes,0,13,3,2024-05-26 23:58:12.261,2025-07-04 14:37:47.987
Solana,full mesh,Gaming,8,16,10,2023,hop,10 nodes,0,16,4,2024-05-10 01:57:08.005,2025-07-04 11:25:13.602
Solana,full mesh,Gaming,8,16,10,2023,hop,40 nodes,0,13,3,2024-05-27 01:00:44.741,2025-07-05 02:49:22.356
Solana,full mesh,PayPal,8,16,10,2023,hop,10 nodes,0,14,3,2024-05-10 00:46:44.722,2025-07-04 01:49:26.384
Solana,full mesh,PayPal,8,16,10,2023,hop,40 nodes,0,13,3,2024-05-26 23:43:47.032,2025-07-04 16:28:34.745
Solana,full mesh,VISA,8,16,10,2023,hop,10 nodes,0,16,4,2024-05-10 01:09:18.924,2025-07-04 03:31:27.892
Solana,full mesh,VISA,8,16,10,2023,hop,40 nodes,0,13,3,2024-05-27 00:08:56.852,2025-07-04 18:22:04.640
Solana,hypercube,DDoS,8,16,10,2023,hop,10 nodes,0,14,3,2024-05-10 16:43:18.094,2025-07-15 08:13:21.583
Solana,hypercube,DDoS,8,16,10,2023,hop,40 nodes,0,13,3,2024-05-27 05:35:50.088,2025-07-10 04:58:35.244
Solana,hypercube,FIFA,8,16,10,2023,hop,10 nodes,0,13,3,2024-05-10 17:01:02.969,2025-07-15 11:13:44.075
Solana,hypercube,FIFA,8,16,10,2023,hop,40 nodes,0,13,3,2024-05-27 05:55:57.504,2025-07-10 08:12:05.668
Solana,hypercube,GAFAM,8,16,10,2023,hop,10 nodes,0,13,3,2024-05-10 16:21:37.865,2025-07-15 02:39:16.081
Solana,hypercube,GAFAM,8,16,10,2023,hop,40 nodes,0,13,3,2024-05-27 05:13:04.311,2025-07-09 22:52:06.733
Solana,hypercube,Gaming,8,16,10,2023,hop,10 nodes,0,16,4,2024-05-10 17:18:15.229,2025-07-15 14:13:29.339
Solana,hypercube,Gaming,8,16,10,2023,hop,40 nodes,0,13,3,2024-05-27 06:14:58.667,2025-07-10 11:23:30.755
Solana,hypercube,PayPal,8,16,10,2023,hop,10 nodes,0,15,4,2024-05-10 16:10:02.322,2025-07-15 04:24:27.837
Solana,hypercube,PayPal,8,16,10,2023,hop,40 nodes,0,13,3,2024-05-27 04:58:05.173,2025-07-10 00:46:48.893
Solana,hypercube,VISA,8,16,10,2023,hop,10 nodes,0,15,4,2024-05-10 16:32:42.026,2025-07-15 06:09:20.955
Solana,hypercube,VISA,8,16,10,2023,hop,40 nodes,0,13,3,2024-05-27 05:23:45.889,2025-07-10 02:42:51.748
Solana,scale-free,DDoS,8,16,10,2023,hop,10 nodes,0,22,4,2024-05-10 10:38:32.513,2025-07-14 17:33:12.986
Solana,scale-free,DDoS,8,16,10,2023,hop,40 nodes,0,13,3,2024-05-28 04:52:29.782,2025-07-06 03:26:12.460
Solana,scale-free,FIFA,8,16,10,2023,hop,10 nodes,0,19,5,2024-05-10 08:58:29.350,2025-07-14 20:40:19.005
Solana,scale-free,FIFA,8,16,10,2023,hop,40 nodes,0,13,3,2024-05-28 05:13:49.299,2025-07-06 06:47:36.566
Solana,scale-free,GAFAM,8,16,10,2023,hop,10 nodes,0,15,4,2024-05-10 08:18:45.404,2025-07-14 11:30:25.011
Solana,scale-free,GAFAM,8,16,10,2023,hop,40 nodes,0,13,3,2024-05-28 04:29:06.768,2025-07-05 20:58:12.953
Solana,scale-free,Gaming,8,16,10,2023,hop,10 nodes,0,20,5,2024-05-10 09:15:59.199,2025-07-14 23:45:19.385
Solana,scale-free,Gaming,8,16,10,2023,hop,40 nodes,0,13,3,2024-05-28 05:32:02.694,2025-07-06 10:06:57.326
Solana,scale-free,PayPal,8,16,10,2023,hop,10 nodes,0,24,5,2024-05-10 08:07:12.264,2025-07-14 13:32:17.810
Solana,scale-free,PayPal,8,16,10,2023,hop,40 nodes,0,13,3,2024-05-28 04:13:15.692,2025-07-05 22:59:20.132
Solana,scale-free,VISA,8,16,10,2023,hop,10 nodes,0,26,6,2024-05-10 08:29:56.814,2025-07-14 15:23:35.891
Solana,scale-free,VISA,8,16,10,2023,hop,40 nodes,0,13,3,2024-05-28 04:39:56.843,2025-07-06 01:02:56.408
Solana,torus,DDoS,8,16,10,2023,hop,10 nodes,0,13,3,2024-05-10 12:39:25.261,2025-07-06 18:37:06.933
Solana,torus,DDoS,8,16,10,2023,hop,40 nodes,0,13,3,2024-05-22 07:03:53.933,2025-07-07 10:19:20.047
Solana,torus,FIFA,8,16,10,2023,hop,10 nodes,0,13,3,2024-05-10 12:57:53.355,2025-07-06 21:38:08.490
Solana,torus,FIFA,8,16,10,2023,hop,40 nodes,0,13,3,2024-05-22 07:24:14.729,2025-07-07 13:35:47.498
Solana,torus,GAFAM,8,16,10,2023,hop,10 nodes,0,13,3,2024-05-10 12:17:10.371,2025-07-06 13:02:59.681
Solana,torus,GAFAM,8,16,10,2023,hop,40 nodes,0,13,3,2024-05-22 06:40:38.582,2025-07-07 03:59:03.027
Solana,torus,Gaming,8,16,10,2023,hop,10 nodes,0,14,3,2024-05-10 13:15:40.000,2025-07-07 00:38:56.396
Solana,torus,Gaming,8,16,10,2023,hop,40 nodes,0,13,3,2024-05-22 07:43:45.581,2025-07-07 16:51:44.839
Solana,torus,PayPal,8,16,10,2023,hop,10 nodes,0,13,3,2024-05-10 12:05:01.224,2025-07-06 14:48:07.172
Solana,torus,PayPal,8,16,10,2023,hop,40 nodes,0,13,3,2024-05-22 06:25:28.428,2025-07-07 05:58:04.413
Solana,torus,VISA,8,16,10,2023,hop,10 nodes,0,16,4,2024-05-10 12:28:30.716,2025-07-06 16:32:36.283
Solana,torus,VISA,8,16,10,2023,hop,40 nodes,0,13,3,2024-05-22 06:51:34.152,2025-07-07 07:59:43.949
